date,value
2019-12-22,Orange
2020-02-14,Teal
2019-12-23,Red
2019-11-29,Goldenrod
2019-10-14,Blue
2020-02-11,Violet
2020-01-14,Puce
2020-02-10,Crimson
2019-10-22,Yellow
2019-11-09,Teal
2020-01-12,Goldenrod
2020-02-05,Teal
2020-01-31,Green
2020-02-09,Green
2019-10-10,Puce
2019-12-24,Orange
2020-02-15,Aquamarine
2019-12-31,Purple
2019-10-16,Mauv
2019-11-04,Violet
2020-02-16,Orange
2019-10-01,Blue
2019-10-26,Pink
2019-11-10,Pink
2020-01-14,Green
2019-11-27,Khaki
2019-12-31,Violet
2019-11-06,Green
2020-02-22,Fuscia
2019-11-23,Blue
2019-12-04,Aquamarine
2019-10-28,Orange
2019-10-07,Green
2020-01-09,Blue
2020-02-24,Crimson
2019-11-10,Pink
2020-01-20,Turquoise
2020-02-24,Maroon
2020-02-11,Puce
2019-11-14,Green
2020-01-04,Green
2019-12-09,Red
2019-10-29,Puce
2019-10-24,Green
2020-01-18,Red
2019-11-26,Puce
2019-11-21,Crimson
2020-01-15,Green
2019-11-22,Khaki
2019-12-17,Purple
2019-11-02,Blue
2019-10-19,Blue
2019-10-30,Turquoise
2019-10-16,Yellow
2019-12-13,Violet
2019-12-01,Maroon
2019-10-17,Crimson
2019-11-05,Green
2019-12-26,Yellow
2020-02-20,Mauv
2019-12-13,Mauv
2019-10-27,Purple
2019-10-16,Orange
2019-11-19,Red
2019-10-10,Teal
2020-02-05,Red
2019-11-27,Pink
2019-10-27,Pink
2019-11-13,Khaki
2020-01-06,Indigo
2020-01-04,Turquoise
2020-02-02,Yellow
2019-12-27,Pink
2019-11-22,Red
2020-02-20,Pink
2019-12-27,Teal
2020-01-12,Puce
2019-12-21,Blue
2019-10-14,Violet
2020-01-10,Puce
2020-02-24,Crimson
2020-02-25,Turquoise
2019-10-10,Yellow
2020-02-13,Teal
2020-02-20,Mauv
2019-10-22,Teal
2019-11-04,Khaki
2019-10-13,Goldenrod
2020-01-03,Crimson
2020-01-07,Yellow
2020-01-21,Green
2019-10-12,Crimson
2019-11-10,Yellow
2019-12-14,Aquamarine
2019-10-03,Fuscia
2020-01-20,Pink
2019-11-01,Puce
2019-12-21,Red
2019-12-14,Fuscia
2019-10-17,Pink
2019-10-15,Goldenrod
2020-01-22,Green
2019-11-28,Fuscia
2019-11-03,Aquamarine
2020-02-07,Khaki
2020-01-30,Aquamarine
2019-12-12,Maroon
2019-10-25,Violet
2020-01-27,Puce
2019-12-27,Mauv
2020-02-04,Fuscia
2019-11-28,Purple
2020-01-04,Purple
2019-12-01,Red
2019-10-10,Goldenrod
2020-01-29,Pink
2019-10-19,Indigo
2020-01-24,Fuscia
2019-11-06,Green
2020-02-01,Yellow
2019-12-16,Maroon
2019-11-03,Orange
2019-12-06,Blue
2019-12-27,Turquoise
2020-01-17,Mauv
2019-10-10,Goldenrod
2019-12-17,Indigo
2019-12-23,Indigo
2019-11-17,Goldenrod
2019-12-24,Khaki
2019-11-13,Turquoise
2019-12-11,Pink
2019-10-28,Maroon
2020-01-03,Maroon
2019-12-22,Aquamarine
2019-12-17,Red
2020-01-29,Fuscia
2020-01-16,Teal
2019-12-01,Teal
2019-10-15,Red
2019-10-17,Blue
2020-01-19,Indigo
2019-10-09,Puce
2019-11-02,Blue
2020-02-12,Purple
2019-10-11,Violet
2019-12-01,Turquoise
2019-10-15,Orange
2020-01-19,Red
2020-02-09,Puce
2020-01-31,Orange
2020-02-10,Orange
2019-11-24,Puce
2019-10-06,Crimson
2019-10-23,Khaki
2019-12-15,Aquamarine
2019-12-18,Indigo
2019-12-08,Red
2019-12-10,Teal
2020-02-08,Violet
2020-01-19,Red
2019-12-21,Puce
2019-11-13,Crimson
2020-02-15,Fuscia
2019-10-13,Green
2020-02-10,Indigo
2020-02-23,Orange
2019-10-13,Mauv
2020-01-18,Pink
2020-01-17,Turquoise
2020-01-01,Orange
2020-01-11,Blue
2019-12-10,Purple
2019-11-28,Khaki
2019-12-03,Aquamarine
2019-11-30,Yellow
2019-12-17,Maroon
2020-01-09,Puce
2019-11-30,Crimson
2020-02-22,Mauv
2020-02-23,Indigo
2019-12-15,Turquoise
2019-12-31,Green
2020-02-10,Orange
2020-02-18,Green
2019-12-15,Pink
2019-10-05,Crimson
2019-11-27,Aquamarine
2019-11-26,Indigo
2019-10-03,Fuscia
2020-01-10,Fuscia
2020-01-03,Puce
2019-12-16,Puce
2019-10-10,Aquamarine
2019-12-11,Blue
2019-12-18,Indigo
2020-01-10,Turquoise
2020-01-12,Khaki
2020-01-09,Maroon
2019-11-19,Blue
2019-10-17,Purple
2019-10-03,Turquoise
2019-10-14,Maroon
2020-02-02,Teal
2019-12-14,Red
2020-02-04,Purple
2019-10-08,Yellow
2019-12-17,Orange
2019-11-03,Yellow
2019-12-14,Teal
2020-02-11,Turquoise
2019-10-25,Green
2019-11-01,Yellow
2020-02-17,Maroon
2020-01-28,Turquoise
2020-01-25,Indigo
2019-06-07,Real
2019-09-28,Euro
2019-08-14,Euro
2019-07-03,Franc
2019-09-09,Zloty
2019-07-01,Sol
2019-07-10,Real
2019-06-26,Ruble
2019-07-10,Shilling
2019-06-11,Ruble
2019-06-15,Rupee
2019-08-23,Yuan Renminbi
2019-07-13,Lari
2019-06-30,Rial
2019-06-27,Dollar
2019-06-19,Peso
2019-07-09,Euro
2019-07-29,Sol
2019-06-25,Euro
2019-06-23,Yuan Renminbi
2019-09-08,Yuan Renminbi
2019-06-08,Yuan Renminbi
2019-08-07,Ruble
2019-08-01,Peso
2019-08-09,Ruble
2019-06-19,Dinar
2019-08-17,Shilling
2019-09-04,Rupiah
2019-07-29,Euro
2019-06-30,Rupiah
2019-09-14,Peso
2019-09-23,Euro
2019-08-15,Peso
2019-06-16,Real
2019-09-19,Rupiah
2019-07-20,Dollar
2019-06-02,Yuan Renminbi
2019-09-26,Rupiah
2019-08-18,Peso
2019-09-10,Yuan Renminbi
2019-07-14,Kuna
2019-07-10,Euro
2019-09-24,Rupiah
2019-07-29,Real
2019-08-09,Yuan Renminbi
2019-07-09,Yuan Renminbi
2019-06-30,Yuan Renminbi
2019-09-22,Yuan Renminbi
2019-09-10,Yen
2019-09-24,Ruble
2019-08-24,Real
2019-08-13,Rupiah
2019-08-01,Yuan Renminbi
2019-08-20,Euro
2019-09-06,Euro
2019-08-01,Peso
2019-08-04,Rupiah
2019-06-15,Won
2019-07-29,Yuan Renminbi
2019-06-20,Rupiah
2019-09-15,Balboa
2019-07-29,Krona
2019-07-03,Yuan Renminbi
2019-06-20,Ruble
2019-06-21,Shekel
2019-07-13,Zloty
2019-09-15,Yuan Renminbi
2019-06-16,Rupiah
2019-08-20,Euro
2019-09-01,Dollar
2019-07-25,Real
2019-06-06,Dinar
2019-06-21,Hryvnia
2019-08-26,Euro
2019-06-26,Yuan Renminbi
2019-08-25,Ruble
2019-09-11,Dinar
2019-08-09,Euro
2019-07-14,Euro
2019-08-02,Peso
2019-07-26,Yuan Renminbi
2019-07-29,Won
2019-08-28,Yuan Renminbi
2019-06-03,Yuan Renminbi
2019-06-10,Cordoba
2019-06-01,Rupiah
2019-08-04,Marka
2019-06-23,Ruble
2019-07-23,Koruna
2019-08-24,Euro
2019-06-04,Rupiah
2019-07-22,Yuan Renminbi
2019-08-10,Zloty
2019-07-15,Dalasi
2019-08-26,Pound
2019-06-04,Peso
2019-09-20,Euro
2019-06-01,Forint
2019-08-11,Real
2019-06-13,Tenge
2019-09-26,Real
2019-07-11,Dollar
2019-06-25,Real
2019-06-17,Krona
2019-09-21,Ruble
2019-06-09,Rupiah
2019-09-17,Naira
2019-06-13,Euro
2019-09-10,Lempira
2019-08-18,Euro
2019-06-02,Yuan Renminbi
2019-09-02,Ruble
2019-09-01,Rupiah
2019-07-22,Zloty
2019-09-20,Yuan Renminbi
2019-08-30,Euro
2019-06-03,Franc
2019-06-09,Euro
2019-07-07,Krona
2019-09-27,Real
2019-09-22,Real
2019-09-29,Dollar
2019-09-18,Euro
2019-07-25,Sol
2019-06-25,Yuan Renminbi
2019-09-27,Euro
2019-09-19,Franc
2019-08-27,Rupiah
2019-07-26,Rupiah
2019-09-25,Som
2019-08-11,Dollar
2019-06-04,Peso
2019-09-17,Rial
2019-07-17,Krone
2019-07-13,Yuan Renminbi
2019-07-12,Ruble
2019-07-15,Rupiah
2019-09-13,Sol
2019-07-10,Real
2019-08-11,Yuan Renminbi
2019-07-30,Euro
2019-06-28,Sol
2019-08-18,Yuan Renminbi
2019-09-08,Zloty
2019-08-31,Rupiah
2019-07-13,Euro
2019-07-11,Dollar
2019-08-07,Baht
2019-08-08,Kwacha
2019-06-05,Yuan Renminbi
2019-08-30,Ruble
2019-06-27,Yuan Renminbi
2019-09-22,Rupiah
2019-07-13,Dinar
2019-08-23,Real
2019-08-22,Zloty
2019-08-04,Euro
2019-06-20,Rupiah
2019-09-28,Yuan Renminbi
2019-08-20,Peso
2019-07-16,Sol
2019-07-25,Peso
2019-08-29,Real
2019-08-08,Real
2019-06-17,Rupiah
2019-06-10,Dollar
2019-07-22,Real
2019-07-04,Euro
2019-07-21,Peso
2019-09-14,Yuan Renminbi
2019-08-14,Ringgit
2019-06-11,Yen
2019-07-05,Yuan Renminbi
2019-08-26,Rupiah
2019-09-12,Peso
2019-07-25,Zloty
2019-09-09,Shilling
2019-07-25,Rial
2019-07-12,Ruble
2019-07-30,Koruna
2019-07-18,Rupiah
2019-08-10,Marka
2019-07-22,Rupee
2019-07-15,Cordoba
2019-08-14,Pound
2019-07-14,Peso
2019-06-05,Rupiah
2019-09-27,Peso
2019-08-04,Real
2019-07-08,Peso
2019-07-30,Dollar
2019-06-02,Yuan Renminbi
2019-07-16,Bolivar
2019-09-12,Real
2019-08-22,Euro
2019-09-14,Dong
2019-07-15,Baht
2019-07-06,Yen
2019-09-16,Rupee
2019-07-26,Euro
2019-08-23,Dong
2019-08-28,Yuan Renminbi
2019-08-18,Zloty
2019-07-07,Kwacha
2019-09-27,Rand
2019-08-01,Rupiah
2019-07-29,Yuan Renminbi
2019-07-03,Yuan Renminbi
2019-06-26,Yuan Renminbi
2019-06-30,Sol
2019-08-15,Peso
2019-08-04,Yuan Renminbi
2019-09-04,Yuan Renminbi
2019-08-23,Yuan Renminbi
2019-06-27,Real
2019-08-09,Dollar
2019-06-18,Ruble
2019-07-21,Ruble
2019-08-01,Rupiah
2019-08-16,Sol
2019-06-16,Euro
2019-08-07,Yen
2019-06-06,Yuan Renminbi
2019-08-22,Yuan Renminbi
2019-08-03,Euro
2019-07-03,Yuan Renminbi
2019-06-29,Dollar
2019-06-20,Yuan Renminbi
2019-07-31,Metical
2019-09-08,Euro
2019-09-16,Dollar
2019-06-19,Peso
2019-08-12,Baht
2019-07-30,Peso
2019-06-18,Krone
2019-09-28,Tenge
2019-07-20,Rupiah
2019-07-30,Rupiah
2019-06-15,Dollar
2019-06-29,Rand
2019-06-03,Shilling
2019-09-08,Rupiah
2019-09-04,Ruble
2019-07-02,Peso
2019-07-04,Litas
2019-08-28,Som
2019-07-27,Rupiah
2019-08-05,Ruble
2019-08-22,Euro
2019-09-22,Yuan Renminbi
2019-06-29,Rupiah
2019-07-21,Rupiah
2019-08-30,Bolivar
2019-08-15,Yen
2019-06-02,Real
2019-06-03,Rupiah
2019-08-31,Rupiah
2019-08-03,Peso
2019-09-04,Rupiah
2019-07-20,Euro
2019-06-06,Real
2019-08-03,Peso
2019-06-29,Peso
2019-06-22,Koruna
2019-07-17,Shilling
2019-06-02,Euro
2019-08-03,Hryvnia
2019-08-12,Baht
2019-09-25,Yuan Renminbi
2019-09-17,Bolivar
2019-09-06,Euro
2019-08-23,Peso
2019-06-08,Yuan Renminbi
2019-09-26,Yuan Renminbi
2019-07-09,Rupiah
2019-07-04,Yuan Renminbi
2019-07-10,Ruble
2019-07-02,Shekel
2019-06-26,Yuan Renminbi
2019-09-10,Rupiah
2019-06-17,Rupiah
2019-06-04,Euro
2019-08-29,Peso
2019-09-02,Yuan Renminbi
2019-07-02,Euro
2019-07-21,Euro
2019-09-17,Rupiah
2019-08-16,Rupiah
2019-09-30,Peso
2019-09-25,Hryvnia
2019-08-18,Yuan Renminbi
2019-08-21,Peso
2019-08-18,Lev
2019-08-21,Yen
2019-07-27,Yuan Renminbi
2019-08-16,Peso
2019-09-19,Peso
2019-09-26,Koruna
2019-07-14,Euro
2019-06-15,Krona
2019-06-13,Rupiah
2019-06-08,Sol
2019-08-05,Peso
2019-07-12,Rupee
2019-08-31,Yuan Renminbi
2019-09-22,Franc
2019-08-06,Ruble
2019-08-22,Kyat
2019-07-08,Rupiah
2019-09-13,Dollar
2019-09-26,Ruble
2019-06-17,Dollar
2019-09-13,Dinar
2019-08-14,Ringgit
2019-06-20,Euro
2019-07-25,Rupiah
2019-09-18,Peso
2019-06-19,Zloty
2019-08-20,Rial
2019-09-02,Euro
2019-08-21,Rupee
2019-06-02,Rupiah
2019-07-01,Denar
2019-08-09,Zloty
2019-06-26,Krona
2019-09-10,Euro
2019-09-07,Balboa
2019-06-09,Tenge
2019-09-30,Yuan Renminbi
2019-06-16,Yuan Renminbi
2019-09-16,Manat
2019-06-16,Yuan Renminbi
2019-06-01,Real
2019-09-27,Rupiah
2019-09-13,Peso
2019-06-21,Euro
2019-07-06,Yuan Renminbi
2019-06-25,Franc
2019-09-02,Yuan Renminbi
2019-06-15,Peso
2019-06-02,Yuan Renminbi
2019-07-27,Rupiah
2019-09-11,Euro
2019-09-23,Real
2019-06-20,Rupiah
2019-09-28,Rupiah
2019-06-17,Ringgit
2019-07-23,Rupiah
2019-06-20,Yuan Renminbi
2019-09-09,Yuan Renminbi
2019-06-14,Rupiah
2019-06-04,Dollar
2019-09-12,Lek
2019-09-13,Ruble
2019-09-23,Ruble
2019-06-14,Ruble
2019-06-18,Euro
2019-06-22,Peso
2019-06-09,Baht
2019-06-11,Real
2019-07-14,Peso
2019-09-01,Rupiah
2019-08-09,Kuna
2019-09-24,Euro
2019-06-03,Dollar
2019-08-30,Lek
2019-08-29,Yuan Renminbi
2019-08-12,Rupiah
2019-08-12,Real
2019-09-18,Peso
2019-07-17,Rupiah
2019-06-20,Dong
2019-09-18,Marka
2019-09-14,Euro
2019-09-04,Yuan Renminbi
2019-07-19,Marka
2019-07-02,Naira
2019-06-18,Rupiah
2019-08-21,Yuan Renminbi
2019-07-14,Yuan Renminbi
2019-08-07,Krona
2019-08-08,Yuan Renminbi
2019-09-12,Euro
2019-08-11,Peso
2019-08-05,Sol
2019-06-26,Rupiah
2019-09-19,Yuan Renminbi
2019-06-27,Euro
2019-08-13,Euro
2019-09-30,Zloty
2019-07-10,Hryvnia
2019-06-22,Yuan Renminbi
2019-07-17,Yuan Renminbi
2019-09-22,Euro
2019-06-21,Yen
2019-06-15,Yuan Renminbi
2019-07-07,Peso
2019-09-24,Yuan Renminbi
2019-07-14,Ruble
2019-09-07,Peso
2019-06-18,Rupiah
2019-08-07,Peso
2019-06-03,Euro
2019-06-16,Ringgit
2019-09-12,Lek
2019-09-24,Euro
2019-06-06,Dollar
2019-08-24,Rupiah
2019-08-17,Tenge
2019-06-27,Euro
2019-07-12,Yuan Renminbi
2019-06-19,Euro
2019-07-02,Rupee
2019-08-20,Yen
2019-09-29,Ruble
2019-07-06,Zloty
2019-06-20,Rial
2019-09-12,Yuan Renminbi
2019-07-23,Euro
2019-07-28,Euro
2019-07-18,Ruble
2019-07-19,Peso
2019-07-30,Yuan Renminbi
2019-08-10,Sol
2019-09-28,Yen
2019-08-03,Rupiah
2019-09-01,Sol
2019-06-10,Rupiah
2019-09-01,Baht
2019-09-06,Yuan Renminbi
2019-07-01,Krona
2019-08-11,Won
2019-09-08,Peso
2019-08-19,Krona
2019-09-13,Real
2019-07-28,Kwacha
2019-07-24,Rupiah
2019-07-10,Guarani
2019-08-02,Krona
2019-07-04,Euro
2019-07-29,Franc
2019-08-26,Sol
2019-06-15,Yuan Renminbi
2019-08-19,Peso
2019-07-13,Yuan Renminbi
2019-07-10,Real
2019-06-11,Euro
2019-07-14,Yuan Renminbi
2019-06-21,Pound
2019-09-27,Baht
2019-08-07,Ruble
2019-06-19,Quetzal
2019-09-21,Dinar
2019-06-03,Dollar
2019-06-28,Yuan Renminbi
2019-09-20,Krona
2019-08-14,Lek
2019-09-10,Euro
2019-06-14,Rupiah
2019-07-07,Ruble
2019-09-22,Kuna
2019-09-18,Kwacha
2019-07-20,Naira
2019-06-25,Peso
2019-06-17,Rand
2019-07-17,Euro
2019-09-28,Peso
2019-09-10,Krona
2019-08-27,Peso
2019-08-21,Dollar
2019-08-06,Ruble
2019-08-20,Yuan Renminbi
2019-06-03,Yuan Renminbi
2019-09-10,Baht
2019-07-19,Rupiah
2019-06-27,Baht
2019-07-13,Euro
2019-08-16,Lev
2019-08-08,Bolivar
2019-06-22,Yuan Renminbi
2019-08-14,Dollar
2019-08-27,Real
2019-07-25,Yuan Renminbi
2019-08-15,Leone
2019-07-06,Sol
2019-06-06,Baht
2019-07-16,Koruna
2019-09-26,Denar
2019-09-02,Yuan Renminbi
2019-09-19,Euro
2019-09-15,Pound
2019-08-28,Rupee
2019-08-31,Yuan Renminbi
2019-09-10,Euro
2019-08-19,Yen
2019-09-07,Yuan Renminbi
2019-07-29,Peso
2019-09-01,Zloty
2019-06-17,Baht
2019-08-10,Yuan Renminbi
2019-08-03,Dollar
2019-08-28,Yuan Renminbi
2019-09-28,Shilling
2019-06-10,Peso
2019-09-19,Ruble
2019-07-29,Rupiah
2019-09-02,Real
2019-07-19,Pound
2019-06-21,Ruble
2019-06-26,Real
2019-09-19,Euro
2019-09-11,Dinar
2019-06-16,Litas
2019-09-10,Dollar
2019-07-09,Krona
2019-07-07,Yuan Renminbi
2019-07-15,Ruble
2019-09-20,Yuan Renminbi
2019-06-13,Yuan Renminbi
2019-06-15,Yuan Renminbi
2019-06-12,Rupiah
2019-06-04,Yuan Renminbi
2019-06-17,Yuan Renminbi
2019-09-21,Euro
2019-09-25,Euro
2019-06-16,Rupiah
2019-08-31,Yuan Renminbi
2019-09-04,Yuan Renminbi
2019-06-01,Yuan Renminbi
2019-08-28,Yuan Renminbi
2019-09-02,Sol
2019-06-26,Franc
2019-06-26,Euro
2019-09-23,Peso
2019-07-30,Somoni
2019-07-28,Rupiah
2019-07-02,Ruble
2019-07-27,Krona
2019-06-17,Rupiah
2019-06-18,Rupiah
2019-06-01,Dong
2019-07-15,Dollar
2019-08-16,Shekel
2019-07-21,Ruble
2019-06-25,Yuan Renminbi
2019-07-09,Baht
2019-08-16,Yuan Renminbi
2019-08-20,Yuan Renminbi
2019-08-28,Franc
2019-09-22,Peso
2019-08-05,Peso
2019-07-03,Naira
2019-08-22,Peso
2019-09-22,Real
2019-09-06,Rial
2019-07-19,Boliviano
2019-06-15,Peso
2019-09-17,Krona
2019-09-12,Euro
2019-07-31,Euro
2019-09-07,Sol
2019-07-19,Yen
2019-09-06,Yuan Renminbi
2019-09-18,Yuan Renminbi
2019-07-13,Rupiah
2019-09-12,Rupiah
2019-08-25,Kuna
2019-09-29,Dinar
2019-08-11,Rupiah
2019-08-11,Peso
2019-09-17,Ruble
2019-07-12,Cedi
2019-07-27,Ruble
2019-09-26,Bolivar
2019-08-05,Peso
2019-09-12,Sol
2019-09-07,Peso
2019-09-08,Peso
2019-09-19,Rupiah
2019-09-10,Krona
2019-06-16,Ruble
2019-07-04,Naira
2019-09-15,Peso
2019-09-28,Taka
2019-08-13,Euro
2019-07-01,Yuan Renminbi
2019-07-07,Peso
2019-07-21,Peso
2019-07-22,Yuan Renminbi
2019-06-07,Euro
2019-06-24,Ruble
2019-09-10,Yuan Renminbi
2019-09-29,Yen
2019-07-18,Peso
2019-09-26,Zloty
2019-06-30,Yuan Renminbi
2019-09-11,Dram
2019-08-11,Manat
2019-06-28,Peso
2019-06-08,Krona
2019-06-24,Krona
2019-08-23,Real
2019-08-11,Zloty
2019-07-13,Rupee
2019-09-17,Euro
2019-08-09,Dinar
2019-07-17,Koruna
2019-08-16,Euro
2019-08-21,Dollar
2019-06-24,Yuan Renminbi
2019-09-08,Ruble
2019-09-03,Euro
2019-09-04,Zloty
2019-08-16,Dollar
2019-09-09,Shekel
2019-09-19,Krona
2019-07-27,Rupiah
2019-09-19,Euro
2019-07-12,Zloty
2019-08-23,Real
2019-07-20,Tugrik
2019-08-14,Ruble
2019-06-12,Yuan Renminbi
2019-06-29,Real
2019-07-16,Peso
2019-06-24,Franc
2019-09-23,Rupiah
2019-09-11,Yuan Renminbi
2019-09-20,Yuan Renminbi
2019-08-30,Euro
2019-06-05,Real
2019-07-04,Ruble
2019-07-21,Boliviano
2019-09-15,Dollar
2019-09-12,Franc
2019-06-11,Real
2019-08-18,Yuan Renminbi
2019-07-06,Real
2019-06-19,Peso
2019-09-05,Zloty
2019-07-23,Yen
2019-06-27,Baht
2019-09-14,Real
2019-07-07,Rupiah
2019-08-03,Yuan Renminbi
2019-08-07,Yuan Renminbi
2019-09-03,Rupiah
2019-07-10,Rupiah
2019-06-22,Euro
2019-08-24,Peso
2019-08-19,Peso
2019-06-13,Euro
2019-09-01,Denar
2019-07-27,Dinar
2019-06-23,Rupiah
2019-07-08,Rand
2019-07-29,Zloty
2019-06-14,Peso
2019-06-23,Rial
2019-08-26,Euro
2019-09-03,Dollar
2019-08-08,Yuan Renminbi
2019-07-23,Yuan Renminbi
2019-07-31,Rupiah
2019-08-21,Ruble
2019-09-15,Euro
2019-08-29,Euro
2019-07-14,Peso
2019-08-08,Baht
2019-07-30,Zloty
2019-08-25,Rial
2019-09-13,Lev
2019-08-30,Dollar
2019-06-08,Rupee
2019-08-31,Rupiah
2019-08-17,Peso
2019-06-09,Yuan Renminbi
2019-06-18,Lempira
2019-08-05,Euro
2019-09-06,Yuan Renminbi
2019-08-02,Pound
2019-07-27,Rupiah
2019-08-25,Rupiah
2019-06-15,Yuan Renminbi
2019-06-14,Rupiah
2019-09-21,Dong
2019-09-08,Dollar
2019-06-17,Krona
2019-08-08,Yuan Renminbi
2019-08-10,Peso
2019-07-21,Ruble
2019-06-01,Rupiah
2019-08-03,Sol
2019-08-18,Peso
2019-09-05,Ruble
2019-07-31,Dollar
2019-07-22,Lek
2019-09-22,Ruble
2019-07-29,Peso
2019-07-11,Euro
2019-08-28,Peso
2019-08-04,Peso
2019-06-26,Franc
2019-06-13,Yuan Renminbi
2019-08-17,Ruble
2019-06-23,Pula
2019-09-18,Krona
2019-08-05,Peso
2019-09-05,Ruble
2019-07-25,Rial
2019-07-17,Euro
2019-06-18,Peso
2019-06-20,Guarani
2019-09-19,Zloty
2019-08-03,Yuan Renminbi
2019-07-17,Yuan Renminbi
2019-09-25,Ruble
2019-09-26,Sol
2019-07-07,Rupiah
2019-08-12,Yuan Renminbi
2019-09-05,Euro
2019-06-11,Yuan Renminbi
2019-08-23,Rand
2019-07-21,Yuan Renminbi
2019-07-18,Euro
2019-09-13,Peso
2019-09-07,Yuan Renminbi
2019-06-03,Yuan Renminbi
2019-08-17,Ruble
2019-09-19,Dollar
2019-08-26,Gourde
2019-08-06,Yuan Renminbi
2019-09-20,Won
2019-06-08,Dinar
2019-08-22,Rupiah
2019-06-16,Krona
2019-06-15,Franc
2019-07-24,Yuan Renminbi
2019-07-18,Real
2019-08-27,Peso
2019-07-30,Zloty
2019-09-03,Rupee
2019-06-28,Yuan Renminbi
2019-08-26,Dollar
2019-07-06,Euro
2019-09-04,Pound
2019-07-05,Dollar
2019-07-28,Dollar
2019-08-09,Kuna
2019-08-11,Peso
2019-09-01,Peso
2019-06-06,Zloty
2019-06-19,Tugrik
2019-07-21,Tugrik
2019-06-23,Peso
2019-06-06,Yuan Renminbi
2019-06-20,Rupiah
2019-09-27,Rupiah
2019-08-06,Pound
2019-08-26,Peso
2019-08-22,Yuan Renminbi
2019-07-18,Rupiah
2019-09-24,Koruna
2019-07-03,Ruble
2019-08-26,Ruble
2019-07-30,Hryvnia
2019-07-09,Won
2019-09-18,Taka
2019-09-17,Dinar
2019-09-13,Dollar
2019-06-08,Euro
2019-09-09,Peso
2019-06-27,Peso
2019-06-13,Ruble
2019-09-18,Peso
2019-07-30,Peso
2019-06-28,Yuan Renminbi
2019-07-17,Yuan Renminbi
2019-07-03,Rupiah
2019-08-23,Zloty
2019-08-12,Yuan Renminbi
2019-07-06,Koruna
2019-06-27,Koruna
2019-09-12,Yuan Renminbi
2019-06-28,Ruble
2019-08-08,Shekel
2019-09-16,Yuan Renminbi
2019-07-02,Euro
2019-09-14,Yuan Renminbi
2019-09-28,Real
2019-07-19,Rupiah
2019-07-10,Yuan Renminbi
2019-07-04,Hryvnia
2019-07-11,Zloty
2019-09-03,Euro
2019-07-05,Dirham
2019-08-22,Rupee
2019-07-25,Peso
2019-06-19,Euro
2019-06-11,Real
2019-09-15,Peso
2019-07-27,Krona
2019-08-25,Rupiah
2019-09-13,Rupiah
2019-08-27,Ruble
2019-07-01,Peso
2019-09-01,Rupiah
2019-09-24,Yuan Renminbi
2019-06-06,Peso
2019-07-10,Peso
2019-09-16,Krona
2019-09-06,Euro
2019-09-06,Rupiah
2019-09-19,Krona
2019-06-19,Peso
2019-08-31,Yuan Renminbi
2019-06-14,Sol
2019-09-12,Rand
2019-09-18,Kwacha
2019-09-15,Ruble
2019-08-27,Rupee
2019-06-16,Krona
2019-06-18,Ruble
2019-08-14,Rand
2019-06-07,Franc
2019-08-28,Sol
2019-09-09,Rupee
2019-09-03,Krone
2019-06-07,Rupiah
2019-08-19,Yuan Renminbi
2019-09-09,Somoni
2019-06-24,Dollar
2019-07-13,Yuan Renminbi
2019-09-09,Ringgit
2019-07-11,Ruble
2019-09-17,Zloty
2019-09-20,Yuan Renminbi
2019-07-22,Yuan Renminbi
2019-08-02,Yuan Renminbi
2019-09-11,Rupiah
2019-07-13,Rupiah
2019-06-01,Yuan Renminbi
2019-06-29,Lev
2019-07-26,Yuan Renminbi
2019-09-02,Rial
2019-08-14,Peso
2019-09-21,Hryvnia
2019-06-04,Ruble
2019-09-23,Rial
2019-09-03,Rupiah
2019-07-05,Yuan Renminbi
2019-06-13,Naira
2019-08-28,Yuan Renminbi
2019-08-03,Dollar
2019-08-07,Shilling
2019-09-03,Euro
2019-09-17,Ruble
2019-08-04,Ruble
2019-07-06,Kwacha
2019-08-05,Dram
2019-08-04,Euro
2019-06-05,Franc
2019-09-09,Yuan Renminbi
2019-06-17,Yuan Renminbi
2019-08-29,Yuan Renminbi
2019-09-20,Yuan Renminbi
2019-09-19,Peso
2019-08-14,Yuan Renminbi
2019-08-23,Shilling
2019-07-17,Yuan Renminbi
2019-08-09,Rupiah
2019-08-23,Yuan Renminbi
2019-09-05,Dollar
2019-09-29,Ruble
2019-06-23,Dram
2019-09-20,Euro
2019-06-05,Ruble
2019-07-29,Dollar
2019-06-20,Cedi
2019-07-11,Yuan Renminbi
2019-09-27,Dollar
2019-08-11,Dong
2019-08-12,Zloty
2019-09-27,Ruble
2019-07-07,Euro
2019-08-16,Peso
2019-06-10,Zloty
2019-06-03,Zloty
2019-07-10,Euro
2019-08-25,Pound
2019-08-19,Rupiah
2019-06-04,Rupiah
2019-08-27,Rand
2019-08-05,Ruble
2019-06-04,Euro
2019-07-05,Rupiah
2019-08-02,Yuan Renminbi
2019-09-27,Real
2019-08-19,Rupiah
2019-07-21,Tugrik
2019-09-19,Ruble
2019-06-02,Peso
2019-06-07,Cordoba
2019-09-02,Peso
2019-07-03,Euro
2019-07-27,Dirham
2019-07-28,Yuan Renminbi
2019-06-21,Dollar
2019-08-07,Sol
2019-08-21,Peso
2019-09-28,Euro
2019-08-18,Peso
2019-06-17,Euro
2019-07-27,Euro
2019-09-25,Yuan Renminbi
2019-09-20,Dollar
